temperature,humidity,motion,gas,aqi,risk
34.97,70.85,0,396.36,368.05,Danger
37.41,86.7,0,302.74,260.73,Danger
19.62,93.5,0,369.74,313.72,Danger
14.0,77.51,0,482.3,411.64,Danger
23.62,58.97,1,86.89,53.3,Safe
38.33,0.65,0,480.93,402.91,Danger
21.36,37.17,0,492.18,382.09,Warning
32.3,34.95,0,95.3,91.6,Safe
37.1,52.64,0,581.83,454.5,Danger
41.95,73.67,0,353.78,264.3,Danger
44.0,16.55,0,467.5,375.36,Danger
39.11,26.21,0,274.27,209.25,Danger
42.4,65.54,1,591.04,483.31,Danger
26.0,41.77,0,537.24,445.8,Warning
35.54,87.91,0,474.53,348.04,Danger
42.87,22.48,1,63.45,18.29,Safe
21.39,44.43,0,355.57,303.38,Warning
12.67,80.14,0,482.23,402.78,Danger
22.21,64.18,0,257.74,224.84,Warning
17.84,59.66,0,59.01,38.2,Safe
22.51,40.3,0,420.37,348.91,Warning
33.39,51.48,1,401.34,328.69,Warning
15.34,87.05,0,338.97,250.29,Danger
29.45,71.84,0,124.21,77.4,Safe
21.07,92.2,1,528.99,386.74,Danger
43.25,13.27,0,165.86,147.9,Warning
25.57,50.68,1,93.8,35.18,Safe
36.11,8.12,1,68.35,45.85,Safe
23.35,74.56,0,568.76,462.33,Danger
11.05,42.73,0,25.9,20.41,Safe
17.78,85.68,0,80.83,71.18,Safe
40.95,82.28,0,60.58,56.2,Warning
19.12,87.91,1,273.7,191.25,Danger
33.44,6.5,0,486.75,412.52,Danger
33.75,81.67,1,311.5,243.95,Danger
28.29,79.56,1,98.88,68.17,Safe
17.01,28.89,0,64.39,57.19,Safe
10.92,25.26,0,59.5,39.86,Safe
38.53,26.73,0,268.34,198.45,Danger
27.29,57.51,0,47.3,40.55,Safe
38.92,79.76,1,489.57,427.79,Danger
33.9,62.16,1,173.74,115.06,Warning
31.89,14.06,0,265.85,168.58,Danger
36.28,6.58,0,40.6,4.86,Warning
20.53,3.86,1,142.87,70.88,Safe
40.94,31.8,0,544.62,425.78,Danger
38.16,99.43,0,260.22,210.64,Danger
17.81,62.68,0,59.18,47.84,Safe
29.29,13.06,0,573.49,489.12,Warning
19.05,38.8,0,381.99,315.11,Warning
38.25,72.97,1,350.9,268.11,Danger
14.84,75.78,1,296.83,225.65,Warning
12.84,30.1,0,26.64,21.92,Safe
41.06,55.23,1,0.0,1.83,Safe
18.87,66.94,0,82.11,63.3,Safe
19.79,20.36,1,126.63,68.57,Safe
24.36,50.38,0,143.52,93.87,Safe
34.63,7.75,1,63.84,75.21,Safe
28.41,85.78,0,636.11,484.87,Danger
33.83,97.59,0,267.25,220.64,Danger
41.93,99.81,1,60.84,8.49,Warning
28.87,9.8,0,475.86,344.3,Warning
19.83,91.4,1,550.97,431.33,Danger
17.65,30.15,1,387.22,299.43,Warning
26.72,51.2,0,206.9,144.29,Warning
32.89,24.59,0,278.79,209.33,Danger
15.66,11.15,0,210.7,213.68,Warning
11.48,19.29,0,610.4,495.13,Warning
35.33,79.29,1,134.84,86.45,Warning
26.67,7.9,1,598.7,451.39,Warning
20.54,65.65,0,12.61,10.27,Safe
33.85,53.94,0,193.99,133.84,Warning
41.75,79.65,0,451.98,359.19,Danger
39.41,30.96,0,307.93,211.53,Danger
24.21,97.75,0,151.94,163.85,Danger
29.95,56.62,0,118.45,60.71,Safe
20.06,48.07,0,40.75,31.57,Safe
22.35,94.19,0,273.2,210.57,Danger
10.25,60.3,1,615.0,493.45,Warning
14.32,52.3,0,25.47,36.66,Safe
43.86,0.07,0,205.11,145.72,Warning
15.97,2.9,1,151.25,135.43,Safe
37.41,22.26,0,54.38,23.17,Warning
39.32,19.77,0,263.21,201.85,Danger
32.64,4.43,0,635.38,491.8,Danger
21.58,45.35,1,358.56,293.41,Warning
40.07,20.92,0,424.26,324.31,Danger
14.51,0.78,1,96.15,77.83,Safe
42.56,39.29,1,267.85,228.52,Danger
26.49,55.33,0,16.48,24.14,Safe
20.96,15.43,1,543.37,430.34,Warning
20.61,85.11,0,379.48,262.4,Danger
40.7,85.34,1,564.97,453.41,Danger
28.76,57.1,0,130.86,65.14,Safe
17.77,53.46,0,375.05,266.35,Warning
40.61,31.95,1,461.29,369.86,Danger
14.55,14.9,1,159.55,92.89,Safe
16.05,94.26,0,274.29,234.15,Danger
26.48,91.74,0,163.7,131.53,Warning
10.81,8.46,0,234.61,188.64,Warning
33.43,66.25,0,187.03,116.76,Warning
22.44,18.58,0,366.68,302.29,Warning
20.63,17.52,0,97.11,36.82,Safe
33.56,50.17,0,100.35,91.53,Safe
16.72,0.74,1,62.78,61.12,Safe
12.38,87.15,0,634.12,484.06,Danger
39.96,12.46,0,315.36,210.11,Danger
17.91,39.54,0,229.49,149.64,Warning
22.77,60.92,1,0.0,1.13,Safe
29.7,56.19,1,211.32,131.77,Safe
22.09,58.76,0,435.99,319.47,Warning
18.75,45.15,0,17.53,4.86,Safe
25.29,18.27,0,244.64,186.94,Warning
34.34,96.38,0,334.05,267.38,Danger
43.02,86.08,0,354.1,256.05,Danger
21.23,91.59,0,574.62,472.49,Danger
33.05,57.08,0,72.04,27.85,Safe
26.67,11.14,0,45.56,13.17,Safe
18.08,49.49,0,43.69,30.15,Safe
42.47,90.5,0,502.76,370.46,Danger
21.57,27.1,0,46.59,10.4,Safe
23.29,15.3,0,196.44,169.97,Warning
39.22,26.33,0,340.83,272.18,Danger
20.18,77.32,1,89.24,54.68,Safe
28.28,36.27,1,186.87,102.09,Safe
14.68,89.0,0,101.59,58.9,Safe
34.04,5.75,0,513.49,426.48,Danger
12.78,35.74,1,132.97,100.33,Safe
26.63,3.21,0,597.74,489.91,Warning
36.79,88.01,0,308.13,207.02,Danger
27.86,4.74,0,343.05,241.29,Warning
17.92,29.37,1,43.76,5.6,Safe
36.2,48.48,0,101.94,34.12,Warning
19.46,19.13,0,486.98,402.98,Warning
35.28,10.71,0,173.54,127.68,Warning
41.51,54.82,0,460.47,381.99,Danger
20.32,6.13,0,277.74,224.73,Warning
32.22,32.88,1,210.67,194.52,Warning
41.14,8.0,0,540.67,400.51,Danger
14.96,11.68,0,78.28,22.08,Safe
44.37,45.11,1,511.8,428.6,Danger
21.45,37.68,0,35.41,41.44,Safe
25.15,4.05,1,441.42,375.0,Warning
13.79,54.35,0,480.14,387.74,Warning
27.43,38.95,0,59.09,54.34,Safe
31.65,97.39,0,233.04,180.36,Danger
35.25,78.55,0,348.83,239.22,Danger
37.68,22.57,0,367.36,261.29,Danger
24.45,99.04,0,272.71,206.66,Danger
37.15,19.27,1,95.38,81.1,Safe
17.95,43.9,0,347.66,243.39,Warning
38.66,8.37,0,557.87,425.25,Danger
43.34,3.16,1,268.41,215.2,Danger
41.87,22.87,0,4.15,0.4,Warning
21.38,69.89,0,172.45,109.49,Warning
26.09,52.42,0,466.6,379.49,Warning
12.76,69.02,0,307.51,254.83,Danger
34.47,37.57,0,452.43,378.44,Danger
25.59,17.06,0,69.14,37.15,Safe
12.78,22.34,0,158.31,78.69,Safe
39.91,73.64,0,69.39,34.49,Warning
30.51,19.3,0,54.79,9.86,Safe
12.37,69.23,0,461.82,335.16,Danger
23.57,22.44,1,254.26,162.3,Warning
25.72,17.21,0,535.52,418.35,Warning
36.76,71.61,1,4.25,6.0,Warning
18.14,53.72,0,424.74,337.13,Warning
27.52,84.07,1,87.96,69.73,Safe
42.24,47.42,0,474.16,397.4,Danger
30.59,51.89,0,255.74,197.39,Danger
27.31,83.32,0,626.79,491.63,Danger
43.88,57.04,0,602.19,455.78,Danger
20.78,86.98,0,29.75,14.83,Safe
28.0,15.37,0,111.84,61.92,Safe
20.59,12.51,0,35.97,6.94,Safe
11.24,45.94,1,147.04,112.64,Safe
19.89,79.07,1,224.67,211.5,Warning
34.84,2.3,1,118.64,70.3,Safe
44.18,56.48,1,313.41,281.87,Danger
10.76,10.46,0,492.34,404.66,Warning
33.22,19.31,1,121.77,62.75,Safe
33.53,58.46,1,497.16,411.21,Warning
10.88,88.42,1,326.9,280.7,Danger
40.14,6.8,1,312.8,256.69,Danger
35.91,14.06,0,110.71,67.84,Warning
14.45,99.56,0,333.02,234.48,Danger
20.61,96.89,0,67.63,65.76,Safe
16.15,24.91,0,332.9,281.01,Warning
41.14,80.27,0,271.86,206.78,Danger
26.43,83.97,0,578.6,457.17,Danger
11.57,85.2,0,155.25,79.59,Warning
23.46,43.16,0,70.75,22.17,Safe
24.71,91.86,1,24.07,15.82,Safe
43.96,17.86,0,597.29,481.27,Danger
11.7,75.03,0,53.12,50.06,Safe
42.29,55.81,1,390.87,338.0,Danger
12.08,88.01,0,243.23,208.59,Danger
10.61,7.69,0,32.59,35.86,Safe
36.34,58.96,1,226.61,192.02,Danger
14.95,10.87,0,438.31,326.12,Warning
30.39,33.66,1,105.45,98.07,Safe
39.08,8.67,0,562.81,440.82,Danger
38.29,23.23,1,86.54,55.85,Safe
32.02,47.78,0,257.42,213.79,Danger
26.16,94.88,0,431.21,317.3,Danger
29.85,40.21,1,95.83,31.59,Safe
29.47,94.59,1,112.76,62.72,Safe
19.23,80.23,1,100.04,54.05,Safe
19.81,91.78,1,495.65,379.08,Danger
33.49,88.23,1,493.01,398.67,Danger
27.09,58.42,0,41.1,35.09,Safe
24.41,87.64,0,483.73,363.83,Danger
33.28,11.64,1,117.99,74.93,Safe
28.07,39.61,1,481.55,355.48,Warning
34.19,86.01,0,255.36,177.31,Danger
23.52,32.54,0,44.97,12.05,Safe
31.76,28.25,0,450.51,374.63,Danger
31.83,5.09,0,146.05,108.59,Warning
27.21,14.89,0,165.22,117.44,Warning
12.15,47.81,0,649.87,492.18,Warning
43.11,55.03,1,443.16,325.64,Danger
16.13,10.99,0,139.29,124.11,Safe
38.96,10.23,0,114.76,96.69,Warning
31.44,77.77,0,0.0,7.82,Warning
39.96,55.83,1,370.81,309.05,Danger
42.65,27.4,0,450.06,327.29,Danger
18.15,81.11,0,98.88,45.95,Safe
16.05,92.44,1,43.46,13.72,Safe
33.67,38.49,0,492.79,419.52,Danger
10.34,83.22,0,199.64,124.13,Warning
30.29,91.96,0,160.71,104.65,Danger
26.91,72.99,0,81.45,70.67,Safe
37.0,73.52,0,249.59,166.26,Danger
10.65,91.19,0,100.13,57.79,Safe
15.06,3.61,0,104.52,40.13,Safe
22.96,55.49,0,193.71,126.89,Warning
41.4,74.37,0,320.82,237.34,Danger
31.8,51.41,0,120.27,103.29,Warning
24.78,2.0,0,87.59,47.96,Safe
10.57,56.11,0,444.05,359.18,Warning
36.69,53.94,0,443.11,389.31,Danger
43.04,98.07,0,401.79,286.86,Danger
38.93,7.14,0,130.09,82.96,Warning
24.84,77.4,0,64.71,55.13,Safe
28.11,18.03,0,304.15,221.49,Warning
38.32,58.89,0,55.87,32.65,Warning
12.87,15.42,0,437.34,355.84,Warning
29.46,4.45,1,34.11,25.17,Safe
39.9,18.43,1,232.96,209.37,Danger
43.27,32.23,1,103.89,37.75,Safe
28.98,74.8,0,87.52,28.58,Safe
42.4,41.85,0,366.97,254.11,Danger
28.36,48.4,0,600.62,459.84,Warning
30.82,57.54,1,85.45,55.71,Safe
33.35,4.54,0,211.27,197.63,Warning
37.67,45.54,0,427.28,353.88,Danger
31.21,47.87,0,101.92,61.19,Safe
42.26,4.69,0,246.04,245.95,Danger
15.42,77.35,0,317.59,216.25,Danger
23.69,52.34,1,51.59,41.5,Safe
44.96,59.96,1,444.28,366.07,Danger
27.12,29.76,0,593.13,473.56,Warning
28.48,53.99,0,329.28,279.02,Warning
29.15,67.37,0,484.16,358.16,Danger
13.36,65.26,1,76.57,26.69,Safe
43.55,36.29,0,540.96,406.13,Danger
12.96,22.28,0,333.95,271.02,Warning
27.79,55.03,0,75.62,17.63,Safe
44.54,11.04,0,49.33,29.97,Warning
24.81,34.69,0,269.48,220.02,Warning
37.81,50.4,0,202.58,144.93,Warning
42.61,50.0,0,233.4,199.61,Danger
10.07,25.85,0,367.91,303.63,Warning
41.53,50.7,1,269.65,210.49,Danger
20.97,99.91,0,92.4,95.14,Safe
44.77,30.18,0,166.94,150.17,Danger
34.42,11.38,1,143.39,103.59,Warning
29.11,73.45,1,298.49,245.65,Warning
35.91,95.46,0,509.45,425.42,Danger
17.9,88.24,1,571.34,427.41,Danger
41.16,18.62,0,204.5,177.27,Danger
20.59,20.38,1,585.57,484.69,Warning
15.35,26.87,0,111.9,104.87,Safe
20.63,75.63,0,54.78,48.33,Safe
37.36,82.78,0,328.3,265.51,Danger
10.71,73.33,1,60.52,54.5,Safe
17.25,70.5,0,238.86,158.52,Danger
22.76,16.78,0,126.5,59.46,Safe
20.22,3.02,0,468.97,358.98,Warning
10.13,12.96,0,43.99,47.95,Safe
37.23,78.93,0,448.01,325.0,Danger
18.5,74.61,0,315.33,239.13,Danger
14.06,23.48,0,622.17,494.64,Warning
15.56,91.55,1,99.59,42.78,Safe
21.8,19.22,0,450.12,334.47,Warning
31.45,25.97,0,363.18,274.28,Danger
25.5,88.01,0,242.62,173.8,Danger
39.43,45.08,0,145.33,131.13,Warning
42.03,74.43,0,166.64,140.71,Danger
44.96,47.21,0,511.89,387.6,Danger
28.72,5.26,1,187.97,138.02,Safe
34.3,40.03,0,67.53,28.69,Safe
11.85,45.17,1,436.96,341.02,Warning
24.74,48.42,0,81.16,38.46,Safe
27.27,42.1,1,172.02,89.75,Safe
22.58,10.56,0,106.58,59.98,Safe
34.67,55.71,0,32.05,20.3,Safe
23.26,78.74,1,70.79,55.48,Safe
24.39,97.86,0,125.38,98.86,Safe
28.38,88.95,0,16.14,4.55,Safe
24.63,31.98,0,38.11,23.78,Safe
23.61,86.2,0,106.66,74.32,Safe
21.97,58.99,1,57.08,15.68,Safe
19.89,19.86,1,570.47,437.93,Warning
30.44,3.66,0,148.39,109.76,Warning
39.11,9.32,1,87.45,48.28,Safe
15.33,32.99,1,265.27,189.92,Warning
35.88,94.72,0,337.83,242.73,Danger
21.11,71.27,0,429.83,306.82,Danger
22.59,47.26,0,149.68,74.49,Safe
37.7,66.18,0,96.26,86.39,Warning
27.38,98.97,1,115.72,42.33,Safe
19.51,31.97,0,364.61,270.08,Warning
22.01,36.99,1,380.32,267.74,Warning
24.34,16.91,1,559.22,470.1,Warning
32.58,50.92,0,314.06,249.29,Danger
20.18,88.27,1,12.98,11.14,Safe
23.51,24.31,0,355.42,261.5,Warning
23.69,77.32,1,450.05,374.55,Warning
19.05,96.0,0,252.26,164.13,Danger
33.86,53.7,0,179.88,133.41,Warning
14.87,13.82,0,149.89,79.36,Safe
38.79,91.95,0,280.18,219.74,Danger
16.03,5.0,1,183.06,153.67,Warning
14.12,0.72,0,406.71,327.27,Warning
34.24,22.84,1,114.17,61.52,Safe
39.2,37.51,1,281.8,221.98,Danger
19.98,25.88,0,573.93,447.65,Warning
28.46,49.52,0,40.07,31.53,Safe
11.83,52.38,1,230.02,168.79,Warning
18.48,37.61,0,520.0,408.25,Warning
17.75,74.29,1,122.54,83.87,Safe
38.52,89.12,1,591.1,456.72,Danger
36.78,35.51,0,538.83,414.26,Danger
36.6,24.36,0,238.19,186.9,Danger
18.83,93.58,1,58.51,49.62,Safe
20.33,74.75,0,168.1,87.82,Warning
40.78,86.4,1,225.49,138.12,Danger
38.72,18.19,0,408.2,329.82,Danger
38.91,44.95,0,581.96,461.96,Danger
11.35,36.12,1,50.35,0.68,Safe
30.0,22.81,0,135.5,89.84,Safe
12.9,31.83,0,304.61,222.08,Warning
40.02,91.12,1,432.11,321.19,Danger
10.74,68.11,0,446.23,365.31,Danger
32.52,15.69,1,500.3,424.42,Warning
38.24,72.33,1,268.83,197.97,Danger
20.88,11.74,0,552.21,458.07,Warning
32.66,23.21,0,630.72,479.23,Danger
32.1,7.72,1,81.79,43.91,Safe
25.6,17.91,0,23.7,13.14,Safe
28.59,63.79,0,24.54,26.25,Safe
23.13,60.6,0,40.54,35.97,Safe
15.3,69.05,1,301.05,205.19,Warning
15.96,34.42,1,108.48,77.94,Safe
20.32,10.96,1,443.37,353.16,Warning
26.27,9.1,1,338.14,290.7,Warning
19.69,8.42,0,379.36,276.7,Warning
12.57,21.43,0,139.88,84.06,Safe
10.62,21.52,1,123.03,64.08,Safe
17.34,5.69,0,33.65,37.59,Safe
26.97,79.94,0,478.81,431.01,Danger
25.99,80.69,1,340.91,287.16,Danger
12.22,39.93,1,616.26,462.67,Warning
24.14,97.8,0,342.12,293.08,Danger
27.96,77.61,0,68.97,36.8,Safe
16.11,46.88,0,467.53,346.96,Warning
15.41,92.99,1,574.28,432.3,Danger
12.93,29.55,1,281.98,186.34,Warning
28.67,86.21,0,123.71,77.9,Safe
33.28,68.53,0,533.54,430.12,Danger
19.23,26.24,0,97.22,62.43,Safe
20.57,72.29,0,0.0,5.72,Safe
17.98,28.94,0,55.11,39.9,Safe
44.46,30.93,0,193.38,163.3,Danger
22.67,42.1,0,24.26,3.98,Safe
15.31,15.04,0,148.93,149.43,Warning
22.89,97.63,1,80.37,78.55,Safe
16.92,18.7,0,115.97,72.79,Safe
42.72,56.44,1,108.77,41.93,Safe
15.91,16.77,0,81.77,16.79,Safe
43.3,54.82,1,183.41,107.67,Warning
40.74,45.03,0,271.41,223.2,Danger
32.62,73.5,0,622.42,472.55,Danger
25.21,4.7,0,31.94,55.25,Safe
19.41,21.96,1,113.1,88.96,Safe
12.55,47.47,0,446.27,357.11,Warning
24.98,5.84,0,124.52,88.4,Safe
28.48,98.13,0,545.12,446.75,Danger
43.45,35.73,0,428.01,307.85,Danger
36.74,35.85,0,561.05,424.64,Danger
29.82,1.91,0,591.33,491.55,Warning
27.03,95.05,0,101.21,49.22,Safe
33.5,63.09,0,213.38,160.04,Warning
19.99,69.2,1,44.56,23.09,Safe
21.93,82.92,0,304.28,217.04,Danger
22.19,93.77,0,567.87,439.14,Danger
31.27,86.69,0,615.86,490.09,Danger
24.02,63.23,0,637.17,479.41,Warning
14.47,90.29,0,493.74,420.77,Danger
36.41,48.07,1,639.76,497.45,Danger
41.81,70.02,1,353.13,280.24,Danger
31.0,24.47,0,379.43,273.67,Danger
41.31,82.35,0,235.44,194.2,Danger
30.15,81.47,1,346.59,252.61,Danger
32.26,82.15,0,156.83,164.33,Danger
11.49,87.98,0,148.56,101.79,Warning
21.61,88.88,1,9.25,17.11,Safe
43.77,85.71,0,406.19,323.69,Danger
29.13,15.84,1,432.38,370.85,Warning
42.41,43.54,0,0.0,32.04,Warning
39.44,84.14,0,600.72,453.71,Danger
18.22,9.49,1,121.54,119.19,Safe
13.35,4.43,0,116.88,53.43,Safe
18.62,34.65,0,191.27,160.49,Warning
17.6,49.35,0,586.56,496.19,Warning
36.0,9.31,1,82.06,66.25,Safe
38.02,66.95,0,166.07,120.46,Danger
41.73,67.19,1,359.51,253.66,Danger
12.93,22.8,0,45.82,19.15,Safe
22.62,85.91,1,130.41,69.26,Safe
12.36,13.83,0,528.55,396.89,Warning
31.4,32.46,1,36.9,28.63,Safe
26.31,49.2,0,130.21,73.63,Safe
23.06,96.87,0,9.39,13.4,Safe
23.73,35.71,0,344.05,240.48,Warning
25.93,36.01,0,305.18,249.81,Warning
39.35,31.42,1,41.41,22.94,Safe
12.42,86.34,0,363.78,279.33,Danger
43.2,49.84,0,604.65,465.45,Danger
17.75,73.98,1,305.31,218.06,Warning
15.51,96.08,0,87.08,40.06,Safe
25.26,64.69,0,27.87,18.5,Safe
42.87,58.75,0,287.08,251.24,Danger
10.61,81.88,0,188.42,142.35,Warning
44.34,3.06,1,75.84,52.98,Safe
18.57,26.24,1,83.03,80.08,Safe
29.38,46.36,0,148.17,80.16,Safe
20.58,26.11,0,84.54,77.97,Safe
12.45,98.07,1,88.66,20.78,Safe
20.32,69.7,0,157.46,94.89,Warning
43.59,53.98,0,466.46,399.5,Danger
16.71,94.43,0,18.76,21.45,Safe
26.91,48.79,0,0.0,3.31,Safe
22.93,24.92,0,564.65,424.5,Warning
17.77,57.67,1,60.75,27.07,Safe
30.08,19.97,0,152.59,126.25,Warning
19.85,74.78,0,87.35,63.74,Safe
37.62,64.73,0,47.28,32.96,Warning
31.64,57.06,0,157.18,133.37,Warning
14.23,20.26,0,496.47,376.07,Warning
19.29,61.82,1,333.67,290.31,Warning
17.55,16.5,0,292.49,245.27,Warning
38.12,65.87,1,129.46,87.99,Warning
26.49,86.63,0,348.24,263.0,Danger
31.73,91.83,0,144.65,77.08,Warning
27.94,38.63,1,69.24,24.58,Safe
13.65,55.29,0,19.17,16.03,Safe
37.67,43.28,1,165.22,126.39,Warning
39.06,98.26,1,113.85,65.36,Warning
32.95,76.24,0,343.35,255.37,Danger
33.08,9.43,1,531.72,452.71,Warning
10.42,22.05,1,509.24,404.01,Warning
14.64,28.1,0,513.68,428.93,Warning
11.95,58.4,0,110.18,104.39,Safe
13.58,14.23,0,639.78,490.61,Warning
40.2,48.47,1,449.01,346.79,Danger
21.85,14.56,1,178.64,98.4,Safe
33.1,69.43,1,460.91,385.46,Danger
14.14,23.57,0,559.54,439.55,Warning
40.97,8.9,0,529.98,408.11,Danger
30.01,96.9,0,305.54,200.75,Danger
20.44,72.36,0,343.71,258.11,Danger
21.71,53.19,1,82.13,77.43,Safe
44.71,0.21,0,120.89,88.79,Warning
44.9,63.22,0,339.23,245.15,Danger
23.51,75.26,0,64.7,24.05,Safe
14.63,86.17,0,505.23,417.14,Danger
18.26,40.51,0,482.14,389.94,Warning
27.9,97.96,0,46.97,5.66,Safe
29.33,29.75,1,560.7,447.66,Warning
11.06,74.24,1,139.44,88.95,Safe
36.04,52.79,1,0.0,2.1,Safe
14.79,33.09,1,475.13,404.55,Warning
34.18,71.06,0,527.73,410.51,Danger
35.39,9.04,1,461.38,345.89,Danger
22.68,71.73,0,113.62,59.17,Safe
19.58,62.81,1,217.93,145.94,Safe
33.43,66.82,0,139.72,78.67,Warning
33.96,83.85,0,578.1,486.72,Danger
30.65,1.6,0,506.54,399.04,Danger
21.34,29.7,0,333.69,267.59,Warning
21.43,17.09,1,497.58,417.85,Warning
10.59,16.78,0,445.68,379.54,Warning
44.83,35.39,0,113.38,64.86,Warning
24.12,77.86,0,335.39,268.8,Danger
31.17,41.97,1,79.17,76.75,Safe
15.5,95.67,0,636.07,490.58,Danger
40.21,67.14,0,350.15,298.16,Danger
26.74,92.89,0,49.93,43.32,Safe
19.61,54.75,0,88.92,37.86,Safe
24.51,62.98,0,121.18,97.22,Safe
37.31,62.41,0,605.67,478.59,Danger
15.36,60.77,0,279.81,271.61,Warning
23.95,26.23,0,560.66,415.52,Warning
32.07,54.67,1,595.79,478.21,Warning
15.61,18.67,0,153.8,87.45,Safe
18.85,30.22,0,590.25,483.84,Warning
38.23,74.66,0,199.49,169.36,Danger
27.56,41.08,0,358.15,273.08,Warning
34.18,70.85,1,62.92,30.01,Safe
10.42,64.96,0,301.88,202.64,Warning
29.38,19.48,0,232.01,161.13,Warning
27.28,2.91,0,67.71,34.99,Safe
40.75,36.32,1,46.33,37.31,Safe
29.19,38.91,1,174.62,102.16,Safe
27.16,2.73,0,46.19,19.34,Safe
15.54,99.84,0,330.12,221.51,Danger
42.79,84.76,0,298.58,202.31,Danger
28.76,76.22,0,154.06,92.57,Warning
24.85,10.39,1,369.67,268.88,Warning
40.38,58.45,0,188.83,152.88,Danger
30.18,29.6,1,248.37,168.93,Warning
36.97,13.19,0,417.95,326.02,Danger
17.09,66.42,0,229.47,199.25,Danger
27.91,43.97,0,393.29,332.42,Warning
35.09,49.8,0,514.79,425.24,Danger
23.75,49.11,0,74.59,44.17,Safe
16.64,76.44,1,38.13,42.32,Safe
19.04,23.49,0,387.17,287.69,Warning
15.22,89.09,0,258.62,183.78,Danger
27.0,21.37,0,304.45,200.52,Warning
38.02,67.75,0,370.99,310.14,Danger
20.02,79.89,0,398.91,303.53,Danger
13.45,63.37,0,580.82,436.29,Warning
21.85,4.7,0,92.35,81.5,Safe
24.28,75.16,0,115.6,53.21,Safe
26.52,0.66,1,366.33,308.59,Warning
14.71,52.93,0,578.91,480.66,Warning
23.72,68.78,0,157.7,102.12,Warning
29.48,20.31,0,60.74,58.61,Safe
44.57,93.39,0,451.8,324.36,Danger
42.83,46.35,0,341.57,286.3,Danger
35.95,98.77,0,557.73,437.84,Danger
26.78,35.25,1,180.46,96.74,Safe
44.1,70.43,0,264.31,231.73,Danger
12.0,10.92,1,286.55,194.06,Warning
43.13,38.96,1,234.64,172.59,Danger
11.15,95.59,0,51.66,53.72,Safe
24.82,76.08,1,73.61,15.25,Safe
10.29,4.4,1,439.22,365.47,Warning
15.37,60.96,1,77.24,78.12,Safe
25.75,68.01,1,242.89,172.26,Warning
24.16,48.45,1,172.39,139.45,Safe
15.05,72.43,1,489.25,392.8,Warning
15.6,22.73,0,60.01,39.1,Safe
23.42,88.54,0,420.56,354.08,Danger
16.76,2.37,1,107.0,45.97,Safe
24.57,72.03,0,187.92,135.63,Warning
43.83,86.01,1,483.9,362.11,Danger
27.47,61.56,0,544.21,419.11,Warning
27.02,75.98,0,72.24,27.43,Safe
11.74,12.73,1,150.34,123.64,Safe
32.73,41.59,0,111.82,96.86,Safe
38.54,68.35,1,229.55,137.23,Danger
12.96,62.81,1,89.74,54.5,Safe
32.0,81.7,0,381.03,288.6,Danger
10.09,50.79,0,131.54,108.96,Safe
33.62,51.05,0,0.0,13.68,Safe
41.76,38.93,0,615.04,499.22,Danger
14.1,24.36,0,94.68,58.8,Safe
10.08,93.31,0,105.43,74.32,Safe
11.54,49.05,0,543.64,418.95,Warning
29.85,7.55,0,240.6,161.13,Warning
39.03,54.15,0,632.1,486.33,Danger
16.3,4.05,0,475.42,350.22,Warning
23.81,37.09,0,586.66,484.03,Warning
41.56,34.2,0,470.43,376.59,Danger
12.05,22.84,1,474.43,396.97,Warning
27.93,62.95,0,417.02,323.64,Warning
11.8,59.44,1,540.6,424.36,Warning
21.55,66.6,0,488.18,398.68,Danger
27.74,92.07,0,437.94,326.31,Danger
21.21,90.66,1,76.21,67.38,Safe
12.85,4.71,0,489.25,403.9,Warning
27.68,63.54,0,106.85,61.94,Safe
10.79,86.66,0,273.36,210.63,Danger
19.16,1.97,1,249.09,220.0,Warning
20.83,74.17,0,485.51,370.33,Danger
29.66,70.66,0,68.94,78.17,Safe
23.94,62.3,1,109.5,39.35,Safe
43.59,53.22,1,250.55,158.54,Danger
13.64,67.74,0,74.96,16.01,Safe
27.14,34.24,0,316.66,258.5,Warning
36.04,34.46,1,91.99,76.79,Safe
23.25,56.27,0,126.22,55.38,Safe
23.38,69.8,0,115.17,74.72,Safe
25.31,94.64,0,120.36,111.02,Warning
16.1,32.23,1,148.39,91.51,Safe
36.79,72.99,1,345.71,280.06,Danger
31.74,42.61,0,290.89,233.78,Danger
23.26,51.51,0,262.72,208.93,Warning
19.82,50.71,0,111.55,95.46,Safe
19.7,16.7,1,478.56,378.66,Warning
20.75,58.75,0,584.31,450.14,Warning
12.22,31.44,0,240.28,236.09,Warning
26.7,28.49,0,331.48,307.15,Warning
14.42,35.5,0,51.72,16.51,Safe
20.16,26.18,1,410.35,308.84,Warning
39.56,21.9,0,566.59,478.09,Danger
28.01,26.73,0,58.93,16.85,Safe
20.26,81.07,0,116.96,70.42,Safe
23.21,50.75,0,209.77,174.68,Warning
18.75,33.44,0,53.39,55.07,Safe
24.97,17.24,1,274.0,188.2,Warning
32.45,19.5,1,237.16,154.67,Warning
32.02,76.06,0,195.32,124.68,Warning
34.25,66.64,0,67.42,76.74,Warning
34.94,46.84,0,243.82,213.83,Danger
25.97,70.03,0,476.79,355.82,Danger
27.46,4.18,1,316.31,272.8,Warning
21.16,85.86,0,43.29,7.59,Safe
39.35,79.18,0,80.35,42.37,Warning
35.54,75.39,0,519.79,379.39,Danger
20.45,16.76,0,339.89,246.36,Warning
