temperature,humidity,motion,light,gas,aqi,sound,risk,timestamp
21,84,0,Dark,3014,625,Low,Warning,2026-05-11 21:53:12
26,65,1,Bright,1182,992,High,Warning,2026-05-11 21:54:12
33,91,1,Dim,2408,1470,Low,Danger,2026-05-11 21:55:12
24,63,1,Dim,287,1056,High,Normal,2026-05-11 21:56:12
24,78,1,Dim,2122,901,Medium,Warning,2026-05-11 21:57:12
25,46,0,Dark,3266,348,Medium,Warning,2026-05-11 21:58:12
37,69,0,Dim,427,1622,Medium,Normal,2026-05-11 21:59:12
31,49,0,Dark,3336,2706,Low,Warning,2026-05-11 22:00:12
28,60,1,Dim,1572,1334,High,Warning,2026-05-11 22:01:12
43,73,0,Dim,3045,2196,Medium,Danger,2026-05-11 22:02:12
22,79,1,Dark,2655,583,High,Warning,2026-05-11 22:03:12
39,60,0,Dark,1011,2690,High,Danger,2026-05-11 22:04:12
42,79,1,Dark,3273,1887,High,Danger,2026-05-11 22:05:12
33,41,0,Bright,1757,2504,Low,Warning,2026-05-11 22:06:12
39,59,1,Dark,1913,696,Medium,Warning,2026-05-11 22:07:12
24,59,0,Bright,2449,3396,High,Warning,2026-05-11 22:08:12
31,33,0,Dark,656,3226,Low,Warning,2026-05-11 22:09:12
29,95,0,Bright,789,1137,Medium,Warning,2026-05-11 22:10:12
45,59,1,Dim,1091,1748,High,Warning,2026-05-11 22:11:12
23,43,1,Dark,1969,3162,High,Danger,2026-05-11 22:12:12
28,64,0,Bright,2958,2213,Medium,Warning,2026-05-11 22:13:12
30,55,0,Bright,2265,1014,High,Warning,2026-05-11 22:14:12
34,92,1,Bright,1062,2153,Low,Warning,2026-05-11 22:15:12
34,89,1,Dim,580,3033,High,Danger,2026-05-11 22:16:12
27,91,0,Dim,2355,808,High,Warning,2026-05-11 22:17:12
42,54,0,Dim,3380,119,Medium,Warning,2026-05-11 22:18:12
42,32,1,Bright,1712,3286,High,Danger,2026-05-11 22:19:12
33,90,1,Dark,2870,2792,Medium,Danger,2026-05-11 22:20:12
41,91,1,Dim,2551,1714,Medium,Danger,2026-05-11 22:21:12
25,78,1,Dark,1951,3096,Medium,Danger,2026-05-11 22:22:12
32,68,0,Dark,2824,3447,Low,Warning,2026-05-11 22:23:12
33,49,1,Bright,454,1255,High,Warning,2026-05-11 22:24:12
23,64,1,Dark,1072,557,Medium,Normal,2026-05-11 22:25:12
41,66,0,Bright,1934,1898,Low,Warning,2026-05-11 22:26:12
27,39,0,Dim,2741,1863,High,Warning,2026-05-11 22:27:12
22,70,0,Dim,3266,3075,Low,Warning,2026-05-11 22:28:12
29,84,0,Dim,654,2749,Medium,Warning,2026-05-11 22:29:12
40,56,1,Bright,158,1212,Low,Warning,2026-05-11 22:30:12
44,49,1,Dim,2837,777,Low,Warning,2026-05-11 22:31:12
38,53,0,Bright,1472,2305,Low,Warning,2026-05-11 22:32:12
45,54,1,Dark,2521,875,High,Danger,2026-05-11 22:33:12
35,80,0,Bright,3340,2599,Medium,Danger,2026-05-11 22:34:12
45,83,0,Bright,2929,533,High,Warning,2026-05-11 22:35:12
40,70,0,Dark,384,1952,Low,Warning,2026-05-11 22:36:12
36,63,0,Dark,1877,839,Medium,Warning,2026-05-11 22:37:12
29,63,1,Dark,1291,1054,Low,Warning,2026-05-11 22:38:12
40,57,1,Dark,125,2077,High,Warning,2026-05-11 22:39:12
40,81,1,Dark,1175,1121,High,Danger,2026-05-11 22:40:12
43,46,1,Dim,3481,2223,Low,Danger,2026-05-11 22:41:12
35,34,1,Bright,2734,1229,Low,Warning,2026-05-11 22:42:12
24,32,1,Dim,3001,2632,Medium,Warning,2026-05-11 22:43:12
32,51,1,Bright,645,3443,Low,Warning,2026-05-11 22:44:12
41,32,1,Dark,2462,600,Low,Warning,2026-05-11 22:45:12
44,56,1,Bright,3325,586,High,Warning,2026-05-11 22:46:12
32,39,1,Dim,2125,1066,Low,Warning,2026-05-11 22:47:12
22,35,1,Dark,1448,1288,Low,Warning,2026-05-11 22:48:12
29,46,1,Dark,1623,512,Medium,Warning,2026-05-11 22:49:12
39,48,0,Dim,2554,358,High,Warning,2026-05-11 22:50:12
22,83,1,Dark,534,1351,Low,Warning,2026-05-11 22:51:12
40,41,0,Dim,190,764,High,Warning,2026-05-11 22:52:12
42,30,0,Bright,513,3257,High,Warning,2026-05-11 22:53:12
22,82,0,Dim,396,3243,High,Warning,2026-05-11 22:54:12
22,82,0,Dim,1952,2711,High,Warning,2026-05-11 22:55:12
29,84,1,Dim,3149,2091,Low,Warning,2026-05-11 22:56:12
42,84,1,Dark,2455,813,Medium,Danger,2026-05-11 22:57:12
29,32,0,Bright,2592,2917,High,Warning,2026-05-11 22:58:12
27,69,1,Dark,1108,2397,Medium,Warning,2026-05-11 22:59:12
32,87,1,Dim,607,586,High,Warning,2026-05-11 23:00:12
40,50,1,Dim,3493,2425,High,Danger,2026-05-11 23:01:12
33,32,0,Bright,463,1403,Low,Normal,2026-05-11 23:02:12
24,56,1,Dark,2701,265,Low,Warning,2026-05-11 23:03:12
30,47,1,Bright,3000,568,High,Warning,2026-05-11 23:04:12
42,93,1,Bright,1246,1912,Medium,Danger,2026-05-11 23:05:12
45,38,0,Dark,3295,1224,Medium,Warning,2026-05-11 23:06:12
42,84,1,Dim,2362,2805,High,Danger,2026-05-11 23:07:12
43,53,0,Bright,278,211,High,Normal,2026-05-11 23:08:12
45,33,1,Dark,1395,3454,High,Danger,2026-05-11 23:09:12
22,75,0,Bright,1522,140,Medium,Normal,2026-05-11 23:10:12
33,30,1,Dim,1594,437,Medium,Warning,2026-05-11 23:11:12
43,64,1,Bright,1131,2212,High,Warning,2026-05-11 23:12:12
38,66,0,Dark,1803,941,High,Warning,2026-05-11 23:13:12
37,30,0,Dark,1716,1464,High,Warning,2026-05-11 23:14:12
38,74,1,Dim,3111,441,Low,Warning,2026-05-11 23:15:12
21,52,1,Dark,1893,1475,High,Warning,2026-05-11 23:16:12
26,57,0,Bright,530,3475,Medium,Normal,2026-05-11 23:17:12
20,64,1,Dim,2215,545,Medium,Warning,2026-05-11 23:18:12
23,89,0,Dark,878,3473,High,Danger,2026-05-11 23:19:12
20,38,0,Dark,2912,2490,Medium,Warning,2026-05-11 23:20:12
26,51,0,Dim,2797,878,High,Warning,2026-05-11 23:21:12
21,64,1,Dim,359,2371,High,Warning,2026-05-11 23:22:12
21,57,0,Dim,3275,1127,High,Warning,2026-05-11 23:23:12
28,44,1,Dim,245,2757,Low,Warning,2026-05-11 23:24:12
20,80,1,Dim,207,2569,Medium,Warning,2026-05-11 23:25:12
23,73,0,Dark,2596,2083,High,Danger,2026-05-11 23:26:12
42,37,1,Bright,2648,437,Medium,Warning,2026-05-11 23:27:12
42,48,0,Bright,2098,1898,Medium,Warning,2026-05-11 23:28:12
20,60,1,Bright,3229,3488,Medium,Warning,2026-05-11 23:29:12
40,62,0,Dim,2027,163,Low,Warning,2026-05-11 23:30:12
35,89,1,Dark,278,3155,Low,Danger,2026-05-11 23:31:12
38,40,0,Dim,871,1027,High,Warning,2026-05-11 23:32:12
39,37,1,Bright,813,1675,Low,Warning,2026-05-11 23:33:12
29,81,1,Bright,1497,752,Low,Warning,2026-05-11 23:34:12
36,42,0,Bright,1682,1780,High,Warning,2026-05-11 23:35:12
21,73,1,Dim,941,2014,High,Warning,2026-05-11 23:36:12
40,41,1,Dark,1990,2671,High,Danger,2026-05-11 23:37:12
33,30,1,Dim,1697,3048,High,Danger,2026-05-11 23:38:12
39,74,0,Dim,657,563,High,Warning,2026-05-11 23:39:12
40,88,0,Dim,1411,1759,Low,Danger,2026-05-11 23:40:12
39,82,0,Bright,1748,1194,High,Warning,2026-05-11 23:41:12
45,88,1,Dark,3444,1159,High,Danger,2026-05-11 23:42:12
41,81,0,Dark,2894,2143,Low,Danger,2026-05-11 23:43:12
28,70,1,Dim,1974,663,Low,Warning,2026-05-11 23:44:12
24,82,0,Dark,979,696,Low,Normal,2026-05-11 23:45:12
27,41,0,Dark,2731,1983,Medium,Warning,2026-05-11 23:46:12
31,59,0,Bright,3369,2687,High,Warning,2026-05-11 23:47:12
23,90,0,Bright,3076,2619,Low,Danger,2026-05-11 23:48:12
22,87,0,Dim,848,889,Low,Warning,2026-05-11 23:49:12
29,84,1,Dim,3411,3002,Low,Danger,2026-05-11 23:50:12
44,39,0,Bright,3385,2217,Low,Warning,2026-05-11 23:51:12
23,90,0,Bright,3193,1433,High,Warning,2026-05-11 23:52:12
40,93,0,Dim,376,636,Medium,Warning,2026-05-11 23:53:12
32,47,1,Dark,465,1242,Medium,Normal,2026-05-11 23:54:12
26,87,0,Dark,704,1144,Medium,Warning,2026-05-11 23:55:12
20,74,0,Dark,180,2595,High,Warning,2026-05-11 23:56:12
21,31,1,Dim,2245,3148,High,Danger,2026-05-11 23:57:12
35,31,1,Bright,238,2041,High,Warning,2026-05-11 23:58:12
44,94,1,Bright,398,3317,Low,Danger,2026-05-11 23:59:12
33,69,1,Dark,1271,2548,High,Danger,2026-05-12 00:00:12
27,71,1,Dark,655,1990,High,Warning,2026-05-12 00:01:12
26,61,1,Dim,613,3172,High,Warning,2026-05-12 00:02:12
40,48,0,Dark,2354,373,Medium,Warning,2026-05-12 00:03:12
38,55,0,Bright,3405,3120,High,Danger,2026-05-12 00:04:12
21,82,0,Bright,2520,2769,Medium,Warning,2026-05-12 00:05:12
35,35,1,Bright,2796,2921,Medium,Danger,2026-05-12 00:06:12
44,36,1,Bright,815,225,Medium,Warning,2026-05-12 00:07:12
39,44,1,Bright,2602,3199,High,Danger,2026-05-12 00:08:12
36,44,0,Dim,1481,3430,Medium,Warning,2026-05-12 00:09:12
39,60,1,Bright,1562,3128,Medium,Danger,2026-05-12 00:10:12
40,73,0,Dark,504,2174,High,Warning,2026-05-12 00:11:12
43,91,0,Bright,1845,1253,High,Danger,2026-05-12 00:12:12
42,36,1,Dark,883,2246,High,Danger,2026-05-12 00:13:12
31,90,0,Dim,3360,3436,Low,Danger,2026-05-12 00:14:12
31,71,1,Bright,3209,169,Low,Warning,2026-05-12 00:15:12
27,63,1,Dim,865,1022,Low,Normal,2026-05-12 00:16:12
44,50,0,Bright,2010,2597,High,Danger,2026-05-12 00:17:12
37,67,1,Dark,3296,3138,Low,Danger,2026-05-12 00:18:12
28,78,1,Bright,708,3061,High,Warning,2026-05-12 00:19:12
40,91,0,Dark,273,805,Low,Warning,2026-05-12 00:20:12
39,92,0,Bright,2218,2104,Low,Danger,2026-05-12 00:21:12
44,36,1,Dark,1933,409,High,Warning,2026-05-12 00:22:12
28,90,0,Dim,608,162,Medium,Normal,2026-05-12 00:23:12
24,51,0,Dim,3190,1533,Medium,Warning,2026-05-12 00:24:12
32,85,1,Bright,941,1674,High,Warning,2026-05-12 00:25:12
28,46,1,Dark,2153,1576,Low,Warning,2026-05-12 00:26:12
23,79,1,Bright,2203,419,High,Warning,2026-05-12 00:27:12
35,93,1,Dim,585,277,Low,Warning,2026-05-12 00:28:12
42,50,0,Bright,2182,2126,Low,Warning,2026-05-12 00:29:12
28,37,1,Dim,656,3381,Low,Warning,2026-05-12 00:30:12
41,94,1,Bright,1225,1043,Medium,Danger,2026-05-12 00:31:12
36,51,1,Dark,3015,1092,Medium,Warning,2026-05-12 00:32:12
21,80,0,Dim,2676,973,Low,Warning,2026-05-12 00:33:12
20,36,0,Bright,2056,2712,Medium,Warning,2026-05-12 00:34:12
31,75,1,Dark,1487,776,Low,Warning,2026-05-12 00:35:12
21,64,0,Bright,2318,1610,Medium,Warning,2026-05-12 00:36:12
36,37,0,Dark,1714,2403,High,Warning,2026-05-12 00:37:12
34,60,0,Dark,1054,2603,High,Warning,2026-05-12 00:38:12
36,53,0,Bright,3031,1598,High,Warning,2026-05-12 00:39:12
27,95,0,Bright,350,3105,High,Warning,2026-05-12 00:40:12
37,38,1,Dark,1152,335,High,Warning,2026-05-12 00:41:12
43,42,0,Dark,2859,1568,Medium,Danger,2026-05-12 00:42:12
21,74,0,Bright,2287,2740,Low,Warning,2026-05-12 00:43:12
33,57,1,Bright,2145,865,Low,Warning,2026-05-12 00:44:12
27,62,0,Dark,1692,922,Medium,Warning,2026-05-12 00:45:12
26,71,1,Bright,829,2199,Medium,Warning,2026-05-12 00:46:12
35,48,1,Bright,1074,319,Medium,Normal,2026-05-12 00:47:12
43,71,1,Dark,2129,1556,Low,Danger,2026-05-12 00:48:12
37,67,1,Dim,1147,1855,Low,Warning,2026-05-12 00:49:12
34,51,1,Dark,1195,3380,High,Danger,2026-05-12 00:50:12
37,39,1,Dim,1459,899,Low,Warning,2026-05-12 00:51:12
34,40,0,Dark,350,3351,Low,Warning,2026-05-12 00:52:12
39,56,0,Dim,886,836,Low,Warning,2026-05-12 00:53:12
30,70,0,Bright,2636,447,High,Warning,2026-05-12 00:54:12
32,51,0,Dark,169,198,Low,Normal,2026-05-12 00:55:12
45,87,0,Bright,982,1416,Medium,Warning,2026-05-12 00:56:12
34,86,1,Dim,825,1969,Low,Warning,2026-05-12 00:57:12
30,88,1,Dim,3016,1308,High,Danger,2026-05-12 00:58:12
25,37,0,Dim,762,1139,High,Normal,2026-05-12 00:59:12
34,55,0,Dark,2974,2498,Medium,Warning,2026-05-12 01:00:12
21,36,1,Dark,2107,961,Medium,Warning,2026-05-12 01:01:12
28,45,1,Dark,2861,552,High,Warning,2026-05-12 01:02:12
30,89,1,Dim,3410,138,Medium,Warning,2026-05-12 01:03:12
39,91,0,Dark,3185,914,Medium,Danger,2026-05-12 01:04:12
21,56,1,Bright,1898,256,Medium,Normal,2026-05-12 01:05:12
37,36,0,Bright,427,1679,Low,Normal,2026-05-12 01:06:12
42,76,0,Dark,1502,3110,Medium,Danger,2026-05-12 01:07:12
41,39,1,Bright,2133,2436,Low,Danger,2026-05-12 01:08:12
42,63,1,Bright,1295,1583,Low,Warning,2026-05-12 01:09:12
31,58,1,Dim,2939,438,Medium,Warning,2026-05-12 01:10:12
32,34,0,Dark,2895,181,Medium,Warning,2026-05-12 01:11:12
44,31,0,Dark,3027,2848,Medium,Danger,2026-05-12 01:12:12
45,45,1,Bright,3177,2385,Medium,Danger,2026-05-12 01:13:12
41,69,0,Dim,254,3128,High,Warning,2026-05-12 01:14:12
21,80,1,Dark,3152,1875,Low,Danger,2026-05-12 01:15:12
30,78,0,Bright,2050,1479,Medium,Warning,2026-05-12 01:16:12
44,46,1,Dark,1353,3320,Medium,Danger,2026-05-12 01:17:12
42,79,0,Bright,2011,384,Medium,Warning,2026-05-12 01:18:12
25,63,1,Bright,2137,651,Medium,Warning,2026-05-12 01:19:12
28,57,0,Dark,3445,3256,High,Danger,2026-05-12 01:20:12
40,41,0,Dim,168,3031,Medium,Warning,2026-05-12 01:21:12
36,35,0,Bright,1649,817,Medium,Warning,2026-05-12 01:22:12
26,91,0,Dark,969,2040,Low,Warning,2026-05-12 01:23:12
29,85,1,Dark,1531,1650,Low,Danger,2026-05-12 01:24:12
41,95,0,Bright,1455,2897,High,Danger,2026-05-12 01:25:12
26,61,0,Dim,1806,2014,High,Warning,2026-05-12 01:26:12
31,84,1,Dim,225,3086,Low,Warning,2026-05-12 01:27:12
35,92,1,Bright,3392,3109,Low,Danger,2026-05-12 01:28:12
34,73,1,Dark,1304,1808,Low,Danger,2026-05-12 01:29:12
42,88,1,Dim,2902,2376,High,Danger,2026-05-12 01:30:12
32,77,0,Dark,2687,1141,High,Warning,2026-05-12 01:31:12
32,38,0,Dark,393,2832,Medium,Warning,2026-05-12 01:32:12
42,79,1,Dark,3344,477,Low,Danger,2026-05-12 01:33:12
39,76,0,Dim,1983,2800,Medium,Danger,2026-05-12 01:34:12
38,78,1,Bright,2856,550,Medium,Warning,2026-05-12 01:35:12
43,51,1,Dim,1236,951,Medium,Warning,2026-05-12 01:36:12
33,53,0,Dim,1036,2623,High,Warning,2026-05-12 01:37:12
43,80,1,Dark,2470,2434,Low,Danger,2026-05-12 01:38:12
26,72,1,Dim,1164,987,Medium,Warning,2026-05-12 01:39:12
39,37,1,Dark,1012,207,Low,Warning,2026-05-12 01:40:12
34,52,0,Dim,747,1404,Low,Normal,2026-05-12 01:41:12
39,95,0,Bright,2358,793,High,Danger,2026-05-12 01:42:12
42,74,0,Dark,1522,1134,High,Danger,2026-05-12 01:43:12
33,47,1,Dark,2182,496,High,Warning,2026-05-12 01:44:12
26,79,0,Dark,848,926,High,Warning,2026-05-12 01:45:12
38,58,1,Bright,700,992,High,Warning,2026-05-12 01:46:12
21,91,1,Dark,1645,500,Medium,Warning,2026-05-12 01:47:12
30,87,1,Bright,752,1920,Medium,Warning,2026-05-12 01:48:12
42,93,1,Dim,2496,1475,Medium,Danger,2026-05-12 01:49:12
22,65,1,Dark,835,1275,Low,Warning,2026-05-12 01:50:12
27,41,1,Dim,1796,2193,High,Warning,2026-05-12 01:51:12
36,54,0,Bright,1175,1038,Low,Normal,2026-05-12 01:52:12
31,39,0,Bright,1046,1518,Low,Normal,2026-05-12 01:53:12
37,78,0,Dark,1489,3142,Medium,Danger,2026-05-12 01:54:12
26,50,1,Dark,804,472,High,Warning,2026-05-12 01:55:12
34,39,1,Dim,2753,2300,High,Danger,2026-05-12 01:56:12
28,64,1,Dark,835,1135,Medium,Warning,2026-05-12 01:57:12
34,87,0,Dark,250,2533,Medium,Warning,2026-05-12 01:58:12
20,55,1,Dark,122,214,High,Normal,2026-05-12 01:59:12
43,84,0,Dim,2084,2663,High,Danger,2026-05-12 02:00:12
21,60,1,Dark,3204,2013,Medium,Warning,2026-05-12 02:01:12
39,46,0,Dim,1417,1288,High,Warning,2026-05-12 02:02:12
26,85,1,Dark,1796,924,High,Danger,2026-05-12 02:03:12
38,76,1,Dim,1719,1699,Low,Danger,2026-05-12 02:04:12
38,30,0,Dim,3092,2431,High,Danger,2026-05-12 02:05:12
20,33,1,Bright,123,1412,Medium,Normal,2026-05-12 02:06:12
35,87,0,Dim,1236,638,High,Warning,2026-05-12 02:07:12
35,86,1,Dim,352,889,Medium,Warning,2026-05-12 02:08:12
28,73,0,Dim,1793,2924,Low,Warning,2026-05-12 02:09:12
32,81,1,Dim,2459,2938,Medium,Danger,2026-05-12 02:10:12
21,63,1,Dim,629,2734,Medium,Warning,2026-05-12 02:11:12
28,37,1,Bright,2515,2017,Low,Warning,2026-05-12 02:12:12
22,36,0,Dark,1486,1448,Medium,Warning,2026-05-12 02:13:12
38,48,0,Bright,669,2881,Medium,Warning,2026-05-12 02:14:12
40,56,1,Dark,1582,2246,High,Danger,2026-05-12 02:15:12
22,59,1,Dark,1482,1073,Medium,Warning,2026-05-12 02:16:12
29,80,0,Bright,2214,488,Medium,Warning,2026-05-12 02:17:12
41,47,0,Dark,2677,2131,High,Danger,2026-05-12 02:18:12
34,50,0,Bright,2174,2910,Medium,Warning,2026-05-12 02:19:12
34,51,1,Dark,960,1641,Low,Warning,2026-05-12 02:20:12
35,69,1,Dark,2718,2957,Low,Danger,2026-05-12 02:21:12
34,30,1,Bright,2142,2972,Low,Danger,2026-05-12 02:22:12
26,39,1,Bright,762,685,High,Normal,2026-05-12 02:23:12
42,80,1,Dark,3166,2517,Medium,Danger,2026-05-12 02:24:12
35,55,0,Dim,2483,2749,Low,Warning,2026-05-12 02:25:12
20,45,0,Dark,170,245,Low,Normal,2026-05-12 02:26:12
32,33,1,Dark,878,3151,Medium,Warning,2026-05-12 02:27:12
27,32,1,Dim,1613,3185,High,Warning,2026-05-12 02:28:12
43,40,1,Bright,3008,3059,Low,Danger,2026-05-12 02:29:12
31,74,0,Bright,1447,601,Medium,Normal,2026-05-12 02:30:12
29,34,0,Dim,363,2047,High,Normal,2026-05-12 02:31:12
25,48,1,Dim,1196,1403,Low,Normal,2026-05-12 02:32:12
41,73,0,Dim,1255,843,High,Warning,2026-05-12 02:33:12
40,88,0,Bright,2930,2277,High,Danger,2026-05-12 02:34:12
26,88,1,Dim,1692,354,High,Warning,2026-05-12 02:35:12
24,51,0,Dim,2611,2721,Medium,Warning,2026-05-12 02:36:12
21,33,0,Dark,1182,222,Low,Normal,2026-05-12 02:37:12
29,55,0,Dim,365,136,Medium,Normal,2026-05-12 02:38:12
25,57,1,Dim,1885,3277,Low,Warning,2026-05-12 02:39:12
34,39,0,Dim,2592,1992,Low,Warning,2026-05-12 02:40:12
36,59,1,Dim,1671,1799,High,Warning,2026-05-12 02:41:12
20,67,0,Dim,109,2315,High,Normal,2026-05-12 02:42:12
27,32,1,Dark,2324,701,Medium,Warning,2026-05-12 02:43:12
42,52,0,Dim,2505,215,High,Warning,2026-05-12 02:44:12
22,59,1,Bright,1258,1934,High,Warning,2026-05-12 02:45:12
25,45,0,Bright,1909,2600,Medium,Warning,2026-05-12 02:46:12
22,79,1,Bright,3037,2824,Low,Danger,2026-05-12 02:47:12
33,79,0,Dark,2119,2788,Medium,Danger,2026-05-12 02:48:12
34,48,1,Bright,2929,2352,Medium,Warning,2026-05-12 02:49:12
33,46,0,Bright,1027,1245,Low,Normal,2026-05-12 02:50:12
40,78,1,Bright,1854,1589,High,Danger,2026-05-12 02:51:12
31,58,0,Dark,3168,837,Medium,Warning,2026-05-12 02:52:12
28,93,1,Dim,1765,2122,High,Danger,2026-05-12 02:53:12
26,61,0,Bright,2235,1063,Low,Warning,2026-05-12 02:54:12
36,79,0,Bright,2859,3275,Medium,Danger,2026-05-12 02:55:12
21,66,1,Dim,1794,1795,Low,Warning,2026-05-12 02:56:12
33,92,1,Bright,2413,3308,Medium,Danger,2026-05-12 02:57:12
29,32,1,Dark,2397,2663,Low,Danger,2026-05-12 02:58:12
40,83,1,Dark,2697,3202,Low,Danger,2026-05-12 02:59:12
29,43,0,Bright,228,2923,Low,Normal,2026-05-12 03:00:12
30,89,1,Bright,1901,1916,Low,Warning,2026-05-12 03:01:12
25,90,0,Dark,1692,301,Medium,Warning,2026-05-12 03:02:12
20,87,0,Dim,1699,1422,High,Warning,2026-05-12 03:03:12
21,61,1,Dim,899,1689,Low,Warning,2026-05-12 03:04:12
36,47,1,Dim,1312,2356,Medium,Warning,2026-05-12 03:05:12
31,69,0,Dark,3158,3021,High,Danger,2026-05-12 03:06:12
21,39,0,Dark,1500,1746,Low,Warning,2026-05-12 03:07:12
44,72,1,Bright,745,2035,Medium,Warning,2026-05-12 03:08:12
20,48,1,Dim,2840,2391,Medium,Warning,2026-05-12 03:09:12
36,75,0,Dark,915,751,Low,Warning,2026-05-12 03:10:12
36,79,1,Dim,2179,3442,Medium,Danger,2026-05-12 03:11:12
28,77,1,Dim,3286,538,Medium,Warning,2026-05-12 03:12:12
45,91,0,Dim,1106,3034,Medium,Danger,2026-05-12 03:13:12
30,41,1,Dark,2840,141,Medium,Warning,2026-05-12 03:14:12
33,72,0,Dim,780,2637,High,Warning,2026-05-12 03:15:12
39,65,0,Dark,3112,1583,High,Danger,2026-05-12 03:16:12
26,83,0,Dim,3304,2525,Medium,Warning,2026-05-12 03:17:12
40,60,1,Bright,3410,449,Low,Warning,2026-05-12 03:18:12
24,85,1,Dim,2521,372,High,Warning,2026-05-12 03:19:12
34,49,1,Dark,2080,2695,Medium,Danger,2026-05-12 03:20:12
20,50,0,Dark,3302,1747,Low,Warning,2026-05-12 03:21:12
36,71,1,Dark,1428,2713,Medium,Danger,2026-05-12 03:22:12
25,73,0,Dark,1179,2429,High,Warning,2026-05-12 03:23:12
38,69,0,Bright,449,266,Medium,Normal,2026-05-12 03:24:12
31,57,0,Dark,2187,161,Medium,Warning,2026-05-12 03:25:12
30,77,1,Bright,2786,2417,Medium,Warning,2026-05-12 03:26:12
21,64,0,Bright,3134,1060,Medium,Warning,2026-05-12 03:27:12
26,59,0,Dim,586,698,Low,Normal,2026-05-12 03:28:12
45,58,0,Bright,2371,2344,Low,Warning,2026-05-12 03:29:12
26,35,0,Dim,2832,1261,Medium,Warning,2026-05-12 03:30:12
39,45,0,Bright,285,600,Low,Normal,2026-05-12 03:31:12
40,61,1,Dark,330,3062,Medium,Warning,2026-05-12 03:32:12
28,63,1,Dim,2085,1282,High,Warning,2026-05-12 03:33:12
24,34,0,Dark,577,1608,Low,Normal,2026-05-12 03:34:12
23,77,0,Dim,3377,1389,High,Warning,2026-05-12 03:35:12
30,92,0,Bright,1890,2496,Medium,Warning,2026-05-12 03:36:12
38,37,1,Bright,638,1670,High,Warning,2026-05-12 03:37:12
39,56,1,Bright,3427,1640,Low,Danger,2026-05-12 03:38:12
35,56,0,Dim,2735,2297,High,Warning,2026-05-12 03:39:12
45,59,0,Bright,704,2814,Low,Warning,2026-05-12 03:40:12
44,69,0,Dim,433,851,High,Warning,2026-05-12 03:41:12
20,51,1,Bright,2846,1962,Low,Warning,2026-05-12 03:42:12
26,89,0,Dim,838,2397,Medium,Warning,2026-05-12 03:43:12
34,72,1,Dim,559,1653,Medium,Warning,2026-05-12 03:44:12
41,68,1,Bright,3337,1686,Medium,Danger,2026-05-12 03:45:12
24,67,0,Dark,352,2637,Medium,Warning,2026-05-12 03:46:12
24,55,0,Dark,1468,1080,High,Warning,2026-05-12 03:47:12
20,57,1,Dark,2063,3281,High,Danger,2026-05-12 03:48:12
28,90,0,Dark,974,1630,Low,Warning,2026-05-12 03:49:12
40,60,0,Dim,2698,1140,Medium,Warning,2026-05-12 03:50:12
31,91,0,Bright,1830,331,Medium,Warning,2026-05-12 03:51:12
45,54,0,Dark,574,2467,High,Warning,2026-05-12 03:52:12
45,40,1,Bright,3388,212,Low,Warning,2026-05-12 03:53:12
31,84,0,Dark,1300,899,Medium,Warning,2026-05-12 03:54:12
37,42,0,Dark,1362,2178,High,Warning,2026-05-12 03:55:12
37,93,0,Bright,124,2301,High,Warning,2026-05-12 03:56:12
24,52,0,Dim,1479,2545,Low,Warning,2026-05-12 03:57:12
25,94,1,Dark,2844,2613,Low,Danger,2026-05-12 03:58:12
28,36,1,Bright,2476,3328,Low,Warning,2026-05-12 03:59:12
22,43,0,Dark,2080,1048,High,Warning,2026-05-12 04:00:12
34,55,1,Bright,2522,2068,Medium,Warning,2026-05-12 04:01:12
32,89,0,Dark,2805,2596,High,Danger,2026-05-12 04:02:12
37,59,0,Dim,2072,2820,Low,Warning,2026-05-12 04:03:12
28,83,0,Dim,1446,2885,Low,Warning,2026-05-12 04:04:12
20,80,1,Dark,1367,2065,High,Danger,2026-05-12 04:05:12
43,65,1,Dark,2755,518,Medium,Warning,2026-05-12 04:06:12
29,89,1,Dim,1119,933,Medium,Warning,2026-05-12 04:07:12
21,51,1,Bright,1237,662,Medium,Normal,2026-05-12 04:08:12
27,74,0,Dim,3366,2406,Medium,Warning,2026-05-12 04:09:12
43,89,1,Dim,2008,551,High,Danger,2026-05-12 04:10:12
25,64,0,Dim,478,3076,High,Warning,2026-05-12 04:11:12
27,37,0,Dim,2818,1702,High,Warning,2026-05-12 04:12:12
45,35,0,Dim,2420,3164,High,Danger,2026-05-12 04:13:12
23,83,1,Dark,116,950,Low,Warning,2026-05-12 04:14:12
37,65,1,Dim,1895,884,Low,Warning,2026-05-12 04:15:12
36,35,1,Dark,1213,930,Low,Warning,2026-05-12 04:16:12
26,85,1,Dark,1970,2652,High,Danger,2026-05-12 04:17:12
35,40,0,Dark,3483,2584,High,Danger,2026-05-12 04:18:12
44,84,1,Bright,2979,2810,Low,Danger,2026-05-12 04:19:12
33,54,0,Dim,2461,1794,High,Warning,2026-05-12 04:20:12
20,54,0,Dim,3312,2552,Low,Warning,2026-05-12 04:21:12
24,80,0,Bright,2070,523,Medium,Warning,2026-05-12 04:22:12
22,86,1,Dim,1584,3058,High,Danger,2026-05-12 04:23:12
27,78,1,Dim,2019,526,Low,Warning,2026-05-12 04:24:12
31,73,0,Bright,2991,3267,Medium,Warning,2026-05-12 04:25:12
36,87,0,Bright,572,1923,High,Warning,2026-05-12 04:26:12
